Names,State,Invoice..USD..,Paid
"Nguyen, Tin Wan",Alaska,106.2521298013215,No
"el-Lone, Nuzha",Massachusetts,130.50107641007494,Yes
"al-Salloum, Faalih",Montana,141.14015066850953,No
"Kiatoukaysy, Richard",Colorado,91.82453277788767,Yes
"Medina, Nhi",Rhode Island,91.87193082756092,Yes
"al-Fawaz, Hanaan",Illinois,95.04646027977309,No
"Kerry, Robert",North Carolina,82.53622106428665,No
"Busterna, Shaughnessy",Utah,97.2458242582009,Yes
"Gallegos, Andrea",Colorado,100.08971280314017,Yes
"Vandyke, Jelicha",Kansas,112.56417927731971,Yes
"Armstrong, Lindsey",Indiana,86.84805620664542,Yes
"Harper, Kuei",Minnesota,154.94894507091175,Yes
"Shakespeare, Antonio",Florida,86.44075024476199,Yes
"Bernard, Oscar",Ohio,60.067143230319,No
"Montoya, Ashleigh",Rhode Island,77.93645370804958,No
"al-Adel, Jadeeda",Missouri,92.05168391658206,Yes
"Slee Ackerson, Tyrel",Michigan,109.54535396009607,No
"Thapa, Amanda",Texas,109.61885580791255,No
"Yepez, Jason",Wyoming,94.29147241880835,No
"Reid, Nickolas",Missouri,82.83240266312654,Yes
"Williams, Katherine",Colorado,95.8751391787794,Yes
"Johnson, Annie",Hawaii,90.07640860691,No
"Nguyen, Tin Wan",Alaska,98.83315184800804,Yes
"Woodbridge, Tyler",Rhode Island,99.8346292185414,No
"Cardenas, Lupe",Arizona,113.26156801037962,Yes
"Anderson, Ayouba",South Dakota,122.75118793601993,No
"al-Basher, Shaahida",California,89.60844698192953,No
"Damm, Bradley",Georgia,71.08106404813554,No
"al-Pirani, Rajab",Maryland,104.09803533919491,Yes
"al-Kazemi, Ghaaliya",Wyoming,82.93221721855588,No
"Bryant, Katie",Florida,95.34357601106075,Yes
"Mccants, Gregory",Pennsylvania,138.53114690415055,No
"Querubin, Pachia",Texas,112.38141119345171,Yes
"Hanson, Marky",Florida,115.00031643371094,Yes
"Herrera, David",Nebraska,90.52505525434768,Yes
"Brown, Dejunaire",North Dakota,104.43625987862065,No
"Anderson, Ayouba",South Dakota,122.75118793601993,No
"Vandyke, Jelicha",Kansas,105.26651395997388,Yes
"Fichter, Dominick",Alaska,124.8714488948024,No
"Campilan, Isabelle",Nebraska,78.00549175166515,Yes
"Ellis, Shatara",New York,107.70593209233888,Yes
"Poppell-Surges, Victor",Georgia,89.28773700664036,No
"Barry, Brian",Missouri,98.92119643584596,No
"Aqeel, George",Kentucky,93.30811748415495,No
"el-Salam, Imtinaan",Kansas,61.022925634077865,Yes
"Richardson, Lizeth",Oregon,69.78042772701157,No
"Clark, Christian",Texas,104.90711445247815,No
"al-Ahsan, Mawzoona",West Virginia,115.72098215374359,Yes
"Abraham, Molly",Mississippi,95.05236594404471,No
"el-Abdallah, Siddeeqa",Wyoming,74.55436904422692,Yes
"Johnson, Jordan",Illinois,68.24278848027164,Yes
"Daniel, Nikole",Arizona,73.28557960152725,Yes
"Mello, Andrea",Vermont,83.15617132280612,Yes
"Cooey, Vannessa",West Virginia,103.89178434846627,No
"Kaur, Kane",Missouri,73.90186696735083,No
"Kim, Kody",Arkansas,75.20784600883907,Yes
"Burns, Jameshia",Delaware,131.3892209135828,Yes
"Montoya, Isaiah",Pennsylvania,73.29097611109175,Yes
"Little, Kalyn",Michigan,109.32702015460505,No
"Yong, Roman",Delaware,85.06944834547454,Yes
"Tatum, Redanos",Oklahoma,72.21580460402986,Yes
"al-Moustafa, Aadam",Nevada,82.69141364543077,Yes
"Jones, Adrian",Missouri,126.18090976274296,Yes
"Slaugh, Diana",Vermont,92.1713214815823,No
"Vivas, Antonio",Pennsylvania,82.92223839866176,No
"Cuellar, Aaron",Iowa,90.32156578025386,Yes
"Mccullough, Eric",Arkansas,84.49978329094651,No
"el-Rehman,  Sakeena",Maine,103.90974783477155,No
"Jaquez, Daniel",Nevada,98.9711675239413,Yes
"Rowe, Angelica",California,109.2522744801102,No
"Villa-Garciapena, Aaron",Georgia,123.5519692000851,Yes
"Cole, Brandon",Mississippi,101.8059050914374,Yes
"Alexander, Kiasia",Indiana,146.80878723275956,No
"al-Ramadan, Afeef",Kentucky,92.78999017767144,Yes
"Deere, Nikki",New Hampshire,137.77947575161645,Yes
"Smith, Stephanie",Kentucky,121.25401729378274,Yes
"al-Hanif, Haleema",North Dakota,82.94143693562616,No
"Sheppard, Curtis",Rhode Island,142.06481543633282,Yes
"Bernal, Erik",New Hampshire,120.54261360418846,No
"al-Ramadan, Afeef",Kentucky,134.73692605985363,Yes
"Robinson III, Bradley",Ohio,92.11416118571576,No
"Cooey, Vannessa",West Virginia,103.89178434846627,No
"el-Masri, Fateena",Maryland,70.3158725759332,Yes
"Lopez, Loreal",South Dakota,110.80074810658193,Yes
"Garcia, Carmen",Kansas,122.51213073984113,No
"Clark, Christian",Texas,154.46239752263565,No
"Lial, Ruben",Nevada,78.4929561775005,No
"Manegdeg, Cindy",California,113.97126964403856,Yes
"Sanders, Kenyon",Virginia,114.32972017183013,No
"Watts, Francesco",Illinois,86.4645059541054,No
"el-Masri, Fateena",Maryland,121.02159796696688,No
"al-Habeeb, Nuzha",Georgia,77.93087449512709,Yes
"Herrera, Robert",Maine,111.49371536717827,Yes
"Lawton, Malakye",Massachusetts,108.57727029388097,Yes
"Shino, Kyoung Min",Oklahoma,109.67385054088754,No
"Tomlinson, Joshua",New York,65.16617828614517,Yes
"al-Hussain, Nuzha",North Carolina,92.54735712045613,Yes
"Haywood, Mareshia",Montana,136.09007189733686,No
"Wunderlin, Joshua",Oregon,99.20527875749916,Yes
"Wesemann, Shavonne",Texas,100.96409463319789,Yes
"Sena, Jaime",Illinois,127.47458114360474,Yes
"Lee, Bo",Michigan,130.279783930868,Yes
"al-Hanif, Haleema",North Dakota,76.39341582557336,Yes
"Chen, Thanh",Ohio,86.77595809722555,Yes
"Lu, Mark",Arizona,101.84728127527596,No
"Birk, Noah",Delaware,102.48800352488948,Yes
"Cobb, Jessica",Alaska,101.52884005693751,Yes
"Herrera, David",Nebraska,79.35306669845808,No
"Ra, Abhinav",Nebraska,115.68174990569315,No
"Chouaf, Aleyha",Florida,109.7732315614844,No
"Rocha, Isamar",Michigan,98.73572023625846,Yes
"Phagura, Bao Linh Tasha",Arizona,123.73041634612662,Yes
"Franklin, Monique",Georgia,111.84475547560523,No
"al-Arif, Taaha",Mississippi,61.06328531334909,No
"Sandoval-Martinez, Mariah",Florida,95.34291460885437,Yes
"Kyle, Juan",New York,105.31388264541067,No
"Mello, Andrea",Vermont,110.30618262112073,Yes
"Lee, Aram",Arkansas,115.77733371676737,No
"Cuizon, Hae",New York,83.86678194298923,No
"Armstrong, Lindsey",Indiana,77.06580780954532,No
"Allen, Dominick",Montana,124.64211386714105,No
"Hurt, Isaiah",Wisconsin,101.48441882957704,Yes
"Smith, Sainyane",Nevada,80.9774881312397,No
"Allen, Natalie",Hawaii,59.85419286408212,No
"Quintana, Brandon",Missouri,87.91752018525254,No
"Morton, Taylor",Wyoming,124.77840649517229,Yes
"el-Masri, Fateena",Maryland,100.44714068257791,No
"Mandel, K'Lei",Utah,116.46654549085636,Yes
"Mayer, John",Virginia,98.98314626370234,Yes
"Krickbaum, Jeffrey",South Dakota,110.54425173187393,No
"Taylor, Courtney",North Dakota,79.49256381691069,No
"el-Saah, Tahaani",Minnesota,102.64675463655769,No
"Calano, Joseph",South Dakota,93.20604663512884,No
"Ramos, Beryl",Arizona,121.17044990258765,Yes
"Bennett Tapuy, Danielle",Hawaii,91.12815223211102,No
"Petrovich, Deanna",North Carolina,106.64086414269615,Yes
"Kiatoukaysy, Richard",Colorado,116.98130163542717,No
"Craig, Stephan",Kentucky,77.19882849148635,Yes
"Velasquez, Ray",Ohio,111.03854571581235,No
"Hoeckel, Seth",Washington,110.68726366819882,No
"Serravo, Briana",Oregon,149.9498999153141,Yes
"Beck, John",Tennessee,122.1881637723637,No
"Martinez, Leah",Maine,137.0809240951245,Yes
"Lackie, Dhyana",Hawaii,110.38379156618097,No
"Vo, Zeavennia",Delaware,116.27564075595119,Yes
"Nguyen, Tin Wan",Alaska,148.53071639528085,No
"al-Abbasi, Maisoon",Georgia,113.27875642494901,No
"Renz, Allegra",Nevada,112.27506620259236,No
"O'Connor, Dylan",Connecticut,99.47127272530093,Yes
"Thompson, Jonathan",Maine,125.19786742211146,No
"el-Lone, Nuzha",Massachusetts,97.97414820018328,Yes
"Beckner, Heather",California,94.67583756611305,No
"Green, Emily",Massachusetts,117.42170761845405,No
"Cobb, Tierra",Connecticut,100.86025735100263,No
"Brubaker, Mitchell",Mississippi,122.26533226816868,Yes
"Silva, Joshua",West Virginia,88.60182863261942,Yes
"al-Salameh, Amal",Delaware,96.98203281806417,No
"al-Basha, Kameela",Mississippi,86.3890873725823,Yes
"Matsuo, Larry",Oklahoma,97.55645101134421,No
"Morquecho, Gabriel",Arizona,103.93263978054209,No
"Gomez, Desiree",Iowa,110.77877721857092,No
"Roehrich, Patrick",Connecticut,111.35566295416679,Yes
"Sarmiento, Cristen",Wisconsin,114.027218645228,No
"Holder, Haileigh",Hawaii,115.78094778983007,Yes
"Burt, Angel",North Carolina,116.42264931475894,Yes
"Rustad, Conner",North Carolina,50.639032841459944,No
"Matsuo, Larry",Oklahoma,126.13692067370405,Yes
"Gonzalez, Jarid",Minnesota,70.44346488292001,No
"Horant, Hannah",Oregon,87.02323353236113,No
"al-Kaber, Lateefa",Massachusetts,119.08351293693215,No
"Craft, Parys",Nevada,107.7047090359747,Yes
"Maestas, Gabriel",South Dakota,113.53403812255657,No
"el-Ghanem, Manaal",Ohio,105.01684632875666,No
"Meeks, Bennie",Massachusetts,89.84533184709244,Yes
"el-Maroun, Badri",Louisiana,68.91741378038797,Yes
"Lafferty, Alysia",Florida,74.4024244500664,No
"Porter, Tatyanna",Kansas,74.73924508543742,No
"Love, Jawan",Minnesota,105.96116159969993,No
"Rasmussen, Drew",Idaho,127.47343627914555,Yes
"Winkler, Christopher",South Dakota,89.99335021772953,No
"Julian, Yancey",Idaho,102.79983611526976,Yes
"Mello, Andrea",Vermont,133.33818314559127,No
"Halliburton, Jeffrey",Alaska,97.36196569302595,Yes
"Patel, Matthew",Montana,112.15576022031607,Yes
"Joyce, Jenna",Missouri,89.18712758929354,No
"Cocklin, Phomy",Alaska,121.43318985976478,No
"Jefferson, Shaterica",Connecticut,95.25679371708327,Yes
"Baca, Diego",New Hampshire,60.01797353562803,No
"Yun, Calvin",Florida,118.00063411330223,Yes
"Vo, Zeavennia",Delaware,91.85761463803804,Yes
"Grennan, Ryland",Maine,99.42672081256768,No
"Guardipee, Schiara",Colorado,134.67002234125277,Yes
"Mose, Keiandra",Kentucky,83.15423509679573,No
"Doan, Austin",Massachusetts,67.08562443334026,No
"al-Saleh, Azhaar",Virginia,98.24105063181486,Yes
"Thompson, Huriel",Arizona,112.55132946607269,Yes
"al-Abbasi, Maisoon",Georgia,111.72200516390531,Yes
"Anderson, Ayouba",South Dakota,119.41004102583638,Yes
"Meeks, Bennie",Massachusetts,98.12120858949768,Yes
"Hollins, Santeijha",Delaware,106.62320927546321,Yes
"Erman, Batula",Rhode Island,97.61196623786024,Yes
"Chavarria, Stephen",Illinois,95.24640024159022,No
"Ramos, Julisa",Nebraska,118.67046583879777,Yes
"Castillo, Desiree",Florida,73.24664119652553,No
"Nagai, Tiffany",Utah,113.3187614994065,No
"al-Shahidi, Abdur Raheem",Indiana,134.31770001762175,Yes
"Chavez, Shureetha",Alabama,128.51947516200607,Yes
"Thompson, Jonathan",Maine,104.14601271465679,Yes
"al-Minhas, Aqeel",Wyoming,107.80659785135427,No
"Molina, Mario",South Carolina,139.52615082131325,Yes
"Reese, Dante",Texas,101.11886669747943,No
"Lackie, Dhyana",Hawaii,105.97947662780354,No
"Goodbear, Dakota",Alabama,95.02401996924311,No
"Rinhart, Alysh",Ohio,62.265737633634856,No
"Davis, Ashlee",Tennessee,113.4446717376538,No
"Freeman, Henry",Minnesota,87.83767646649912,Yes
"Ellis, Shatara",New York,95.49828564633242,No
"Munoz, Ryan",Arkansas,108.31769152654743,Yes
"Yepez, Jason",Wyoming,108.2325689433016,No
"Inai, Stephani",New Hampshire,101.09031595896919,No
"Hanson, Marky",Florida,83.56337912177204,Yes
"Johnson, Kenniese",Maryland,98.56481564323232,Yes
"Evans, Matthew",Oregon,66.80077512642954,No
"el-Shehadeh, Ruwaida",Alabama,106.08006429028981,Yes
"Zhang Cheung, Phoebe",Oregon,100.53614490723106,No
"Mccoy, Tonai",North Dakota,91.03622318818078,No
"Hollins, Santeijha",Delaware,94.33794662425535,Yes
"al-Wahba, Naaila",Nebraska,90.37191296318593,No
"Stewart, Elizabeth",Wisconsin,119.71603850601842,No
"Martinez, Cody",Oklahoma,118.78927799191237,No
"Barraza, Justine",Louisiana,94.94931787702811,No
"Yager, Chelsea",Ohio,111.90338781694857,Yes
"Guardipee, Schiara",Colorado,81.05098628198135,Yes
"Hernandez Escalera, Rolando",Oregon,136.27710599209195,No
"al-Arif, Taaha",Mississippi,131.33580274819934,No
"Kemp, Liam",South Carolina,83.95680697431008,No
"Reynolds, Cannon",Utah,83.51759606123603,No
"Vigil, Sergio",Wyoming,92.89713378692822,Yes
"Cano, Brooke",Virginia,101.6116388173162,No
"al-Saleh, Azhaar",Virginia,83.37042495514635,Yes
"Lee-France, Carlos",North Dakota,90.329849689457,No
"Huynh, Darius",Utah,123.32594378742151,No
"Watkins, Rachel",Massachusetts,124.68317013165459,No
"Churchill-Medina, Christopher",Michigan,121.55316703528035,Yes
"Llaguno, Jessica",Rhode Island,108.48802018435244,No
"Adams, Annalise",Delaware,96.36601009391889,No
"Espino, Kyle",South Dakota,91.7337258957626,Yes
"Aragon, Anjelica",Delaware,82.08549649967006,Yes
"Wolf, Caleb",Vermont,76.48971782674319,No
"Dominguez-Antillon, Paloma",South Dakota,84.32505540206532,Yes
"Reed, Jessica",Tennessee,118.88463814618488,No
"al-Younes, Zuhra",South Carolina,74.73108099263793,Yes
"Nagai, Tiffany",Utah,88.82063996079074,Yes
"Serravo, Briana",Oregon,91.00772225678365,Yes
"Churchill-Medina, Christopher",Michigan,87.3758482224278,No
"Diaz, Bianca",Louisiana,99.67018481375725,No
"al-Minhas, Aqeel",Wyoming,147.36633017954134,No
"Chang, Jonathan",Mississippi,107.35741309020948,Yes
"Holder, Jason",Wisconsin,87.83122304704483,Yes
"Schuckman, Chris",Kansas,107.61741371906403,No
"Harris, Evan",Oklahoma,89.64882084041645,No
"Allen, Natalie",Hawaii,80.85472093022409,Yes
"Guardipee, Schiara",Colorado,124.43800876131824,Yes
"Adams, Caylene",Washington,52.73160763321735,No
"Le, Katherine",Colorado,136.3730534383762,Yes
"el-Momin, Wajeeb",Connecticut,123.21542836767196,No
"Compton, Sophia",Alabama,83.60183571152923,No
"Weaver, Sarah",Nevada,106.72628999458756,Yes
"al-Zia, Inaaya",Georgia,87.81214459077941,No
"Garcia, Austin",Oklahoma,113.72474917778531,Yes
"Leslie, Skyler",Arizona,100.00644681529678,Yes
"Bernard, Oscar",Ohio,81.78296709531627,No
"Campbell, Trelisa",Idaho,114.55296143481428,Yes
"Espino, Kyle",South Dakota,100.43867005318691,Yes
"Kim, Kody",Arkansas,114.24979083890392,No
"White, Constance",Texas,104.51996043910029,No
"el-Rasul, Ameer",Illinois,77.66406908808216,No
"Colaroso, Emily",Virginia,79.7339978493012,No
"Rith, John",Missouri,109.64358034815494,No
"al-Momin, Husniyya",Massachusetts,128.45201706646972,No
"Dunahay, Max",Pennsylvania,135.42559358373762,Yes
"Beck, John",Tennessee,109.54584063457119,No
"Ayuby, Parinaz",Louisiana,102.57086970888528,Yes
"Craig, Stephan",Kentucky,74.85820637853543,No
"Burckhardt, Taylor",Vermont,114.88365865072396,No
"Valles, Alfredo",Rhode Island,104.00487821947114,Yes
"Hill, Valerie",Minnesota,129.30378560731867,No
"Ramirez, Noah",Wisconsin,112.11422732083913,No
"Stevenson, Damien",New Mexico,111.04846427324847,No
"al-Yusuf, Munsif",Nebraska,113.40610304655527,Yes
"Packer, Jenna",Utah,69.91894480043761,No
"Johnson, Annie",Hawaii,82.6822453926848,No
"al-Arshad, Jumaima",South Carolina,64.73410920946534,Yes
"Moore, Jeffrey",Oregon,125.14607178253189,Yes
"Baca, Taylor",Idaho,108.29238435288586,Yes
"Sams, Breeanna",Vermont,101.67752548255515,Yes
"Trujillo, Kevron",Missouri,71.47309426808397,Yes
"Cooper, Kristen",Florida,81.76648915417104,Yes
"Cruz, Karla",Oregon,103.32513652216005,Yes
"Hauck, Isaac",Colorado,105.97868761703192,No
"Valles, Alfredo",Rhode Island,106.31868788999667,No
"Hong, Ryan",South Dakota,114.51869492055033,No
"Chouaf, Aleyha",Florida,99.48925925913251,No
"al-Farman, Shaahira",Nebraska,78.02168261332399,Yes
"Navakuku, Ryan",Utah,121.72120735414559,Yes
"Rogers, Amanda",West Virginia,108.23606674414131,No
"el-Sabir, Raita",Arizona,94.12102998950263,No
"Garcia, Carmen",Kansas,84.25216147474029,No
"Padilla, Jesse",Indiana,127.95022739530081,Yes
"Ruybal, Andrew",Delaware,114.62240353410431,No
"Williams, Jamile",Arkansas,109.01206718027272,No
"Schafer, Andrea",Maryland,99.02587734180018,Yes
"Gallegos, Austin",Washington,84.88272002915055,Yes
"Kuhl, Jacob",Florida,85.23589271656296,No
"Smith, Sainyane",Nevada,78.7121823697967,No
"el-Salama, Naseer",Wisconsin,118.44940247950663,Yes
"Vigil, Thomas",Pennsylvania,83.31058068315681,No
"el-Taha, Humaid",Delaware,105.76453329736148,Yes
"Chavez, Ryang Ah",New Jersey,106.73795505462319,No
"Padilla, Jesse",Indiana,70.3264635059991,No
"Evig, Brooke",South Carolina,147.0743142479404,No
"Lenon, Tammy",Kentucky,67.57652521649757,No
"Leyerle, Anasthasia",Ohio,96.80957523761077,Yes
"Jain, Emma",New York,123.50276650370888,Yes
"Evangelista, Christian",Nevada,106.0949523111021,Yes
"el-Barakat, Ubaida",Florida,70.31039254777505,Yes
"Brownell, Hayley",Arkansas,107.26278624825473,Yes
"Thompson, Alizi",New Hampshire,107.86735807449898,No
"Rose, Macon",Texas,101.02133781461191,Yes
"Valdez, Tiffany",Alaska,52.24632733546944,Yes
"Cabanting, Robert",Connecticut,103.6296561080546,No
"Miranda, Jordan",Pennsylvania,103.5103934786227,Yes
"Reyes, Shananda",Massachusetts,94.596791681709675,Yes
"Chambers, Delshawn",North Dakota,95.89489090808588,No
"Pham, Donavahn",Arizona,141.33474848649448,No
"Busterna, Shaughnessy",Utah,134.14719353678913,Yes
"al-Basha, Kameela",Mississippi,77.69540554585339,Yes
"Barron, Mayra",Florida,103.45157831330494,No
"Quinto-Huarez, Dakota",Kansas,79.11548528290311,Yes
"Kern, Colt",Iowa,124.42272058604817,No
"Lee-France, Carlos",North Dakota,102.58495736570201,Yes
"Wright, Aaron",Arkansas,90.05422774412398,Yes
"Sabey, Steven",Michigan,86.46745881593748,No
"Rinhart, Alysh",Ohio,105.7793630536886,No
"Chavez, Julia",Pennsylvania,120.75872825020646,Yes
"el-Asmar, Jumaima",Hawaii,137.17128064252705,Yes
"al-Fawaz, Hanaan",Illinois,100.00497587494787,Yes
"Holder, Jason",Wisconsin,80.8115931523906,Yes
"Abraham, Molly",Mississippi,91.8879469505824,Yes
"Johnson, Kenniese",Maryland,96.33548840806594,No
"el-Abdella, Atheer",Nevada,107.74598248908087,Yes
"al-Samad, Nadiyya",Indiana,117.62748504148456,Yes
"Phillips-Thomas, Vincent",Hawaii,77.69197171593974,No
"Goodbear, Dakota",Alabama,139.15873617208476,Yes
"Campbell, Anay",Michigan,95.0078002503068,No
"Davis, Tristan",Washington,107.1957976023996,No
"White, Juan",New Jersey,87.23083100146818,Yes
"Chen, Halat",Alaska,125.11078143518385,No
"Brooks, Miki",Virginia,119.84583723975467,No
"Mcclain, Jordon",New Jersey,114.27897100977773,Yes
"el-Akram, Kawkab",Nevada,46.163682243727294,Yes
"Alvarez, Daniel",Oregon,97.51181488902466,No
"el-Rehman,  Sakeena",Maine,135.66382656400242,Yes
"Herrera, Robert",Maine,118.71490028726865,Yes
"Blanco, Madison",Maryland,112.18869363861916,Yes
"Cano, Brooke",Virginia,113.71164960666833,No
"Brubaker, Mitchell",Mississippi,108.9276949901577,No
"Clark, Dakari",Arizona,121.55595119761514,Yes
"al-Kalil, Suhaila",Oklahoma,81.75909112030047,Yes
"Sanabria, Almaalicia",Tennessee,111.23637443275256,Yes
"Wolf, Joseph",Iowa,77.273830785357,No
"Martzloff, Lolita",Indiana,73.40260650157123,No
"al-Baluch, Sakeen",New Mexico,144.73555932366224,Yes
"el-Sabir, Raita",Arizona,126.13829238994607,No
"el-Farooqui, Rahma",Kansas,140.0702711348626,No
"Medina, Nhi",Rhode Island,78.12645580431068,No
"Smith, Dario",New Jersey,73.40567032838521,Yes
"al-Habeeb, Nuzha",Georgia,90.74838158298573,Yes
"Mild, Coleton",Arizona,94.25611666448906,Yes
"Aguirre-Ramos, Brenda",Maine,117.52019932226028,Yes
"Matin, Sidharth",Ohio,72.64649343666125,Yes
"al-Adel, Jadeeda",Missouri,95.18999424084316,No
"el-Saah, Tahaani",Minnesota,95.16530090760683,No
"Tran, Yuri",Kentucky,111.97332611026619,No
"Chhay, Julia",Hawaii,133.6767409687826,No
"el-Salam, Imtinaan",Kansas,103.54521212735177,No
"Ruybal, Andrew",Delaware,81.3708367214809,No
"Carstensen, Trent",Wisconsin,106.60854944760408,No
"al-Kaber, Lateefa",Massachusetts,122.36340220666409,Yes
"Amos, Aerika",Michigan,89.63405194461528,Yes
"Wooldridge, Taygeta",New Hampshire,105.54499236500487,Yes
"Vasquez, Gabriel",Kansas,132.53277933696026,Yes
"Loet, Gabriella",Washington,101.69051196895924,Yes
"Kong, Hallie",Iowa,75.59886263348046,No
"Craig-Varela, Nohelia",Rhode Island,106.9345966151741,No
"Reynolds, Cannon",Utah,115.17675591863062,No
"Holder, Haileigh",Hawaii,96.66387580161913,Yes
"el-Abdelrahman, Safaaa",Massachusetts,90.99694733640706,Yes
"Metzger, Jeremy",Ohio,84.14803383454151,Yes
"Alvarez, Daniel",Oregon,77.2257413455053,Yes
"Bradshaw, Austin",Alaska,44.18101065196707,Yes
"Brown, Alvina",Utah,101.23090039385467,Yes
"Chanthavongsa, Vignesh",Rhode Island,80.54646342773825,Yes
"Choi, Ashley",Maryland,70.59423023751823,Yes
"Long, Yee",Florida,66.00130028787403,Yes
"el-Raad, Mawdood",Delaware,141.30380340113567,No
"Salazar, Fzelle",South Dakota,97.44477379600157,No
"Bustamante, Jonah",Hawaii,129.10952562209098,Yes
"Julian, Yancey",Idaho,126.82774329075549,Yes
"Sands, Arlene",Wisconsin,67.08690375721626,Yes
"Watts, Francesco",Illinois,91.71060148235583,No
"Estrada, Jesus",Ohio,60.72000104269484,No
"Bresciani, Patrick",California,118.70672246673566,Yes
"al-Arshad, Jumaima",South Carolina,108.31832597674428,No
"el-Rahimi, Ya'qoob",New Hampshire,97.49858657091282,No
"Cereceres, Shamika",Wisconsin,89.31885430254917,No
"Etheridge, Wyatt",Arizona,113.90623271418896,No
"Pine, Eric",Washington,91.62285002092634,No
"Hanson, Marky",Florida,98.62801938813674,Yes
"Le, Katherine",Colorado,95.99923725275211,Yes
"Waters, Riley",Ohio,82.69979982305586,No
"al-Habeeb, Nuzha",Georgia,95.1850337008084,Yes
"el-Amara, Mujaahida",Idaho,106.0342875431482,No
"Halliburton, Jeffrey",Alaska,118.08617807639237,Yes
"al-Majid, Sabaah",Wisconsin,75.66698058303359,No
"Jarmond, Sylavis",Tennessee,71.57528192146188,Yes
"el-Saah, Tahaani",Minnesota,88.77235697913525,No
"Cottonwood, Kyle",Tennessee,120.25778944584488,No
"Brown, Dejunaire",North Dakota,122.45260176993912,No
"Yong, Roman",Delaware,95.66041346178785,No
"el-Muhammed, Rihaab",Vermont,81.08810105455541,No
"Balleza, Juan",Colorado,88.15809078993412,No
"Song, John",California,174.16442391608598,Yes
"Gonzalez, Jarid",Minnesota,66.19587384458366,No
"al-Adel, Jadeeda",Missouri,79.24630716655251,Yes
"White, Juan",New Jersey,104.96863658057079,Yes
"Cole, Brandon",Mississippi,120.93200446573188,Yes
"Vandevelde-Brown, Martaizes",Arkansas,86.39082474325814,Yes
"al-Salameh, Amal",Delaware,101.4199409852579,No
"Inai, Stephani",New Hampshire,56.90432482641754,No
"Piedra, Elias",Colorado,133.3351180146645,No
"el-Salaam, Ma,Roof",Alabama,68.85192639336202,No
"Bozonier, Rogelio",Kansas,86.52515262040563,No
"Martinez, Daneka",North Carolina,111.20256865975811,No
"Tamura, Francis",Minnesota,95.9129045178059,No
"Powers, Kearcy",Indiana,110.26446229091833,No
"Mock, Elizandro",California,100.9931068565828,No
"Chavez, Julia",Pennsylvania,105.51253111935311,Yes
"Freeman, Henry",Minnesota,132.8798956826095,Yes
"Charles, Tatjana",Indiana,106.03543663167292,No
"Baca, Taylor",Idaho,75.3042121517799,No
"Hunter, Zachary",Ohio,129.1013382690758,Yes
"Doan, Austin",Massachusetts,128.6568229107031,Yes
"el-Shahin, Naadir",Alabama,119.95841670098422,Yes
"Kyle, Juan",New York,114.63388955888247,Yes
"Bustamante, Jonah",Hawaii,108.37629273283373,Yes
"Valles, Alfredo",Rhode Island,100.58854822585522,Yes
"el-Yassin, Sameera",Indiana,116.91123667733004,Yes
"al-Adel, Jadeeda",Missouri,83.55596558464119,Yes
