Names,State,Invoice..USD..,Paid
"Reyes, William",Colorado,106.3217061823116,Yes
"Fouther, Johnny",Mississippi,93.23216815756217,No
"Rodriguez, Michael",Texas,121.93657904560082,Yes
"Bustamante, Jonah",Hawaii,109.65695019275586,No
"Dinsmore, Keisha",Wisconsin,99.91258511115099,No
"Jesmain, Kayla",South Carolina,74.472100011212,Yes
"Davis, Cristina",Connecticut,88.11001272726708,Yes
"Goodbear, Dakota",Alabama,91.32437170809303,Yes
"Fichter, Dominick",Alaska,88.43439804230529,No
"el-Rassi, Ismaeel",New Mexico,101.11323354857784,No
"Vandevelde-Brown, Martaizes",Arkansas,101.54814391528303,Yes
"Senphannarat, Jesika",California,94.26054629269885,No
"Evig, Brooke",South Carolina,115.56211719599551,No
"Zhang, Bilguun",Mississippi,116.19486943245795,No
"Wu, Kevin",Missouri,88.61186054155573,Yes
"Scott, Keanna",Missouri,125.20627546334818,Yes
"al-Salameh, Amal",Delaware,94.76331466534656,Yes
"Velasquez, Ray",Ohio,100.60752950609584,Yes
"Swenson, Kaley",Maine,80.57524577976568,Yes
"Jones, Adrian",Missouri,68.55632176450447,No
"el-Waheed, Abdut Tawwab",Kansas,122.61834482175323,Yes
"Song, John",California,81.37278934501754,Yes
"Medina, Alexia",Oklahoma,101.50437045541405,No
"Thomas, Ander",Georgia,68.61031442976339,No
"Mau, Mercy",Indiana,114.20436673209034,Yes
"Baasch, Cheyene",Oklahoma,100.84777594390673,No
"Morquecho, Gabriel",Arizona,69.23699951419083,No
"el-Sarah, Hilmiyya",Washington,87.86536378139121,Yes
"Johnson, Konner",Missouri,87.68005707859136,No
"Chhay, Julia",Hawaii,81.44563043242762,No
"Scaglione, Taylor",North Dakota,118.20137492437131,No
"Mallery, Dylan",Alaska,97.08581375254337,No
"Burger, Zachary",Florida,142.9373369963652,Yes
"Holder, Haileigh",Hawaii,114.80904354106167,No
"el-Hamady, Rafeeda",Hawaii,113.18774367990974,No
"Doan, Austin",Massachusetts,79.12605805452031,Yes
"el-Rasheed, Mazeeda",Nevada,125.47976990519348,Yes
"el-Abu, Bassaam",Michigan,118.63613860830384,Yes
"el-Abdelrahman, Safaaa",Massachusetts,111.10872203977968,Yes
"el-Muhammed, Rihaab",Vermont,107.76956055088773,Yes
"el-Alam, Zaahid",Iowa,56.79998220261492,No
"Hollins, Santeijha",Delaware,82.46111583727725,No
"Jennings, Keaira",North Carolina,136.23992279560463,Yes
"Vivas, Antonio",Pennsylvania,119.84552586966556,No
"Tsumura, Lilia",Texas,115.09633505734463,Yes
"Jennings, Keaira",North Carolina,133.40869226116678,No
"Rose, Macon",Texas,87.88890790458703,Yes
"Huynh, Rachel",Wisconsin,105.59374481069501,No
"Teawdatwan, Sidharth",Nevada,106.210083108419,No
"Sabey, Steven",Michigan,129.4504968069034,No
"Benson, Sean",Massachusetts,96.7256631207505,No
"Vasquez, Nykia",New York,92.42584987840246,Yes
"el-Hussein, Misbaah",Ohio,114.69088558429313,No
"Arnold, Tony",Arkansas,84.9657928626628,No
"Vargas, James",Connecticut,106.25960752501912,No
"Greenwood, Hannah",Massachusetts,128.30785554896485,No
"al-Kassem, Saleet",Hawaii,133.39316348467395,Yes
"al-Naderi, Himma",Connecticut,111.27513324173097,No
"Franklin, Monique",Georgia,130.82429330356507,No
"Lukas, Max",Kansas,120.829913499776,Yes
"Valles, Alfredo",Rhode Island,106.5105194259665,No
"Pennington, Janae",Ohio,108.02210957365843,Yes
"Atkins, Rosaline",Vermont,113.70558460629347,No
"Jesmain, Kayla",South Carolina,91.84317529084709,Yes
"Rodriguez, Michael",Texas,137.80862231120278,Yes
"Diaz, Ricardo",Alabama,114.56754714674729,Yes
"Lukas, Max",Kansas,68.37619833553583,Yes
"Johnson, Rahma",New Mexico,100.12232444844443,Yes
"Rinhart, Alysh",Ohio,101.79761609306496,No
"Rasmussen, Drew",Idaho,99.86180585956114,Yes
"Her, Justina",Kentucky,103.12568221045012,Yes
"Le, Hannah",North Dakota,110.11129036957429,Yes
"Hollins, Santeijha",Delaware,94.33794662425535,Yes
"al-Arif, Taaha",Mississippi,94.75131617915308,No
"Mcclain, Jordon",New Jersey,103.67986367875154,No
"Morquecho, Gabriel",Arizona,99.67660972557711,No
"al-Ayoob, Tahleela",Rhode Island,127.23834932054713,No
"Culhane, Brittney",Michigan,66.42462463882345,No
"Benson, Sean",Massachusetts,93.45654258137347,Yes
"Williams, Katherine",Colorado,110.49066801940401,No
"Hernandez Escalera, Rolando",Oregon,89.86159033089541,No
"Medina, Simone",Vermont,69.46180344703374,No
"Tann, Guled",Vermont,115.66194642704356,No
"Kim, Pao",Louisiana,87.68279683010282,No
"Rios-Lara, Perla",Wisconsin,110.69037407904761,Yes
"Thompson, Alizi",New Hampshire,125.33587267780744,Yes
"Kim, Davina",Alaska,103.08355114462042,Yes
"Lee, Abigail",Florida,118.4867592945314,Yes
"Gallegos, Carla Maria",Texas,83.58928054816384,Yes
"Molina Hermosillo, Angelita",Pennsylvania,116.67237751314906,No
"Hayes-Joshua, Donato",Oklahoma,88.66380470510511,Yes
"Brubaker, Mitchell",Mississippi,81.96865426989987,Yes
"Little, Kalyn",Michigan,93.23776139280248,Yes
"Rodick, Maria",Maryland,79.86784264918472,No
"Gurule, Mia",Massachusetts,99.71675431521727,Yes
"Hoffmann, Kosuke",South Dakota,87.63415918429118,No
"Wyatt, Patrick",Georgia,76.80863104781469,Yes
"Kong, Hallie",Iowa,123.32257184857315,No
"el-Saah, Tahaani",Minnesota,122.39825011431606,Yes
"Cortez Sangster, William",North Carolina,120.73539219968069,No
"al-Mady, Nabeela",Wisconsin,101.7595814292508,No
"Holder, Haileigh",Hawaii,80.58397816022315,No
"Yager, Chelsea",Ohio,117.20039586136527,Yes
"Niessink, Joshua",Florida,85.68708583280903,Yes
"Johnson, Rahma",New Mexico,67.77561195860216,Yes
"Kemp, Liam",South Carolina,99.59579262516053,Yes
"Mccants, Gregory",Pennsylvania,82.50308219745331,No
"el-Lone, Nuzha",Massachusetts,116.76402132663495,Yes
"Kipp, Colin",Nebraska,100.62829140451161,Yes
"Smith, Destinee",North Carolina,84.90137493398231,No
"Ngo, Tony",Connecticut,91.88605059513998,No
"Wunderlin, Joshua",Oregon,101.5800748954876,Yes
"el-Chahine, Nadiyya",Wyoming,72.58083635177253,Yes
"al-Abbasi, Maisoon",Georgia,74.70145953225531,Yes
"Maranto, Lisiate",Arizona,99.46163786245505,Yes
"Marstrand, Eric",Washington,102.94143342140094,Yes
"Molina, Erick",South Dakota,102.34900548366711,No
"Stevenson, Damien",New Mexico,109.21158484384794,No
"Schuckman, Chris",Kansas,102.80212986325216,No
"al-Adel, Jadeeda",Missouri,78.22841338778575,No
"Burckhardt, Taylor",Vermont,111.60049985420024,No
"Fichter, Dominick",Alaska,111.8999731744994,Yes
"Castillo, Desiree",Florida,93.45516243646848,No
"al-Minhas, Aqeel",Wyoming,136.5595763044474,No
"Ulibarri, Ingrid",Georgia,131.77503001416602,No
"Mccathen, Savannah",Michigan,120.93506932795202,No
"Hom, Monica",New Jersey,115.31014884172582,Yes
"Trammell, Steffano",West Virginia,77.96425439207755,Yes
"el-Quadri, Taamir",Vermont,73.22220040324608,No
"Moore, Emma",Arizona,113.64424299577998,Yes
"Culhane, Brittney",Michigan,66.42462463882345,No
"Awtrey, Summer",Missouri,113.70336495583103,No
"al-Abbasi, Maisoon",Georgia,96.00306581699276,No
"Gibson, Edwin",Iowa,103.79052072311595,Yes
"Piccone, Alyssa",West Virginia,65.79471353126357,No
"Culhane, Brittney",Michigan,72.02231370322342,No
"Castillo, Kosuke",New Hampshire,132.57511060466135,No
"el-Rassi, Ismaeel",New Mexico,126.70728784770981,Yes
"al-Shahidi, Abdur Raheem",Indiana,60.40356851122763,Yes
"Reed, Jessica",Tennessee,107.62199456106967,Yes
"Haro Tranquilino, Alecio",Ohio,82.4341224992608,Yes
"Johnson, Jaden",South Carolina,110.06611610086262,No
"Pham, Bob",North Carolina,94.52433921559978,Yes
"Johnson, Annie",Hawaii,90.21321242915658,Yes
"el-Mahfouz, Badraan",Arkansas,74.01479788490829,No
"Gerstner, Zachary",Rhode Island,111.16352720777152,Yes
"Abraham, Molly",Mississippi,94.74865099088404,Yes
"Davis, Tristan",Washington,99.70611779633208,No
"Matt, Ayzia",Virginia,104.89200346535239,No
"Ariunbold, Ailin",Maryland,103.8203273821685,No
"Stuart, Marisa",Alabama,96.11303738416264,No
"al-Azam,  Muzna",Ohio,124.43852757313567,Yes
"Edd, Amanda",Arizona,94.02396695843187,Yes
"Apodaca, Autriana",Wyoming,78.62326377652045,No
"Sanchez, Jesse",California,133.8046991887577,No
"Vandyke, Jelicha",Kansas,77.34662009851233,No
"Barry, Brian",Missouri,131.32477659036067,Yes
"Ulibarri, Ingrid",Georgia,95.72714924074845,Yes
"Ariunbold, Ailin",Maryland,80.89148325828452,No
"Fessler, Jenny",West Virginia,113.32652715442993,Yes
"Sweeney, Sreya",Georgia,101.15705973555517,No
"Velasquez, Ray",Ohio,95.45761896402982,Yes
"Kuhl, Jacob",Florida,75.29643376102041,Yes
"el-Alli, Tareef",West Virginia,120.72009759000142,No
"el-Abdella, Atheer",Nevada,90.62734574614024,Yes
"Choe, Yixin",North Dakota,108.24583859374685,Yes
"Wolf, Caleb",Vermont,74.17992914211034,No
"Cisneros, Zolboo",Kentucky,110.17971694737541,No
"Houdek, Emily",Tennessee,113.09251223388708,Yes
"Saye, Aron",North Carolina,97.36072407712099,No
"Krayca, Trey",New York,121.24788263171456,No
"al-Rizk, Faraj",Hawaii,118.15364532018856,No
"Mccants, Gregory",Pennsylvania,124.37560705451415,Yes
"Gallegos, Carla Maria",Texas,94.955467512325,Yes
"Evangelista, Christian",Nevada,64.14701154344101,No
"al-Atallah, Saamiqa",Wisconsin,113.01129188894778,Yes
"Pham, Donavahn",Arizona,116.82654702833804,No
"Cereceres, Shamika",Wisconsin,140.6288750508016,Yes
"Kipp, Colin",Nebraska,100.17978037371472,No
"al-Yusuf, Munsif",Nebraska,98.6309912640847,Yes
"al-Pirani, Rajab",Maryland,102.04537470725447,No
"Tatum, Redanos",Oklahoma,100.60809977541071,No
"al-Sarah, Haibaa",Texas,100.04152775508378,Yes
"Joyce, Jenna",Missouri,115.44035434258032,Yes
"Choi, Christian",Idaho,62.08832223348879,Yes
"Tran, Yuri",Kentucky,123.35381452563124,Yes
"Mosqueda, Jairo",Nevada,89.61529617043551,Yes
"Jeffery, Katlyn",Wisconsin,89.31986798954821,No
"Thomas, Alexander",Michigan,111.99173181587378,No
"el-Jabbour, Taariq",Oregon,87.96129973231348,No
"Birk, Noah",Delaware,76.61512509515318,No
"Huynh, Rachel",Wisconsin,95.94996805488861,Yes
"Gardner, Scott",New York,114.92523164438659,No
"Tatum, Redanos",Oklahoma,99.76343481018016,Yes
"Evig, Brooke",South Carolina,85.41124044332803,No
"Lewis, Justin",Rhode Island,97.44583904764885,No
"Kreski, Jacob",North Dakota,120.89149939253622,No
"Maranto, Lisiate",Arizona,60.460789833905906,Yes
"Culpepper, Robert",California,120.05237054384764,No
"Tsumura, Lilia",Texas,82.4515247406444,No
"Knowlton, Amanda",Rhode Island,57.41563975753756,No
"Cordova, Monica",New Hampshire,110.20824723418917,No
"Childs, Julia",Kansas,85.82268437840298,Yes
"Holmes, Aimee",Louisiana,104.81990831650009,No
"Sawyer, Noah",Maine,82.36075682211623,Yes
"Mcminimee, Nicholas",Vermont,118.16308930106597,No
"Meneses, Erdenebadruun",New Hampshire,108.77998538562443,Yes
"Birk, Noah",Delaware,102.96056021860761,No
"Delgado, Yvette",North Dakota,68.92228261941283,No
"Reta Diaz, Leonardo",Washington,116.95403783612174,No
"Reese, Dante",Texas,120.64820820553865,No
"al-Salameh, Amal",Delaware,100.60453363475642,No
"Sands, Arlene",Wisconsin,92.33365894925623,Yes
"Byrnes, Shawna",Minnesota,98.13972919894286,Yes
"Vandyke, Jelicha",Kansas,95.55749058756184,Yes
"Medina, Simone",Vermont,52.32866623703259,No
"Vigil, Thomas",Pennsylvania,84.98017165217492,No
"Lloyd, Devon",Louisiana,89.74441489428183,Yes
"al-Hussein, Qamraaa",New Hampshire,50.65646717392916,No
"Mccoy, Tonai",North Dakota,91.5512705045543,Yes
"Childs, Julia",Kansas,91.58906202885011,No
"Hutchings, Mackenzie",Michigan,91.57846933648179,No
"Colaroso, Emily",Virginia,89.19388378559785,No
"Kern, Colt",Iowa,99.25187031127523,No
"Rice, Alyssa",South Carolina,97.2051014956167,No
"Lawton, Malakye",Massachusetts,118.64199373687609,No
"Tesfa, Toni",West Virginia,92.81540082196071,Yes
"Tran, Zachary",California,111.30256639176218,Yes
"Cottonwood, Kyle",Tennessee,114.31254728891055,Yes
"Zavala, Juan",North Carolina,106.24551277638277,No
"Aebischer, Aylissa",Illinois,113.95039146370762,No
"Huynh, Darius",Utah,119.3605043689957,Yes
"Alvarez, Daniel",Oregon,119.23959952797618,Yes
"Lucero, Catherine",Tennessee,102.38365283781226,No
"Brown, Alvina",Utah,97.62445350307662,Yes
"Mccathen, Savannah",Michigan,111.30186147588608,No
"Morton, Taylor",Wyoming,67.97291128255684,Yes
"el-Mahfouz, Badraan",Arkansas,63.45401572879178,No
"Jackson, Richard",Ohio,80.9059551695236,Yes
"Mccullough, Eric",Arkansas,131.05846433993423,No
"Choe, Yixin",North Dakota,115.10504953783816,No
"Espino, Kyle",South Dakota,122.09385345224479,No
"Sandoval-Martinez, Mariah",Florida,103.6263968907102,No
"Ashcroft-Bitsilly, John",Tennessee,89.35288189446712,No
"Simpson, Demetrious",Iowa,97.27579598917303,Yes
"Choi, Amninder",Arkansas,92.42475344675238,No
"Cleveland, Jonathan",Vermont,111.04994653073813,Yes
"al-Arshad, Jumaima",South Carolina,135.20927318309379,No
"Bresciani, Patrick",California,81.14791169688198,Yes
"Takata, Cheyenne",Ohio,111.62178932109498,Yes
"Robinson, Robert",Montana,104.76776076555261,No
"Messenger-Bouricius, Anne",Texas,76.90413513534804,No
"Panyavong, Molly",Colorado,68.73555289122993,Yes
"Reid, Nickolas",Missouri,107.3352465807403,No
"Cobb, Tierra",Connecticut,124.95632486098091,Yes
"al-Wahba, Naaila",Nebraska,95.56182393720007,No
"Jasper, Stephanie",Vermont,125.61819862191312,Yes
"al-Rashid, Umaira",Missouri,82.5102459259931,Yes
"Wing, Dwight",South Carolina,91.34632163939811,No
"el-Ghazi, Maahir",West Virginia,114.43808165631296,No
"Nwizu, Shelby",New York,91.97063444449789,No
"Avila, Brian",Maryland,126.13070376551642,No
"Niessink, Joshua",Florida,82.69664242333516,Yes
"Green, Austin",Idaho,93.18892432684396,No
"Herrera, Daniel",Idaho,89.03533735795193,No
"Hase, Josiah",South Carolina,115.45615003529775,Yes
"Lohner, Zoe",Maine,78.5710693045857,Yes
"Senphannarat, Jesika",California,98.66779845914225,No
"Romero, Tenai",Indiana,128.89093049556155,No
"Rhee, Da Ham",North Dakota,126.80406392120351,Yes
"Mcgough, Kayli",Tennessee,91.17608168628556,No
"Wahl, Mckendra",West Virginia,116.07665037963349,Yes
"al-Sarah, Haibaa",Texas,102.87040449926305,No
"Beyale, Benjamin",Idaho,90.59303695435031,No
"al-Yusuf, Munsif",Nebraska,92.68366128506567,Yes
"Tomlinson, Joshua",New York,133.62762632252253,No
"Craft, Parys",Nevada,103.44844091388694,Yes
"Mello, Andrea",Vermont,116.56332654216399,No
"Horn, Corbin",Nevada,147.25094492624052,Yes
"Howard, Shiirah",Massachusetts,107.91817979969247,No
"Farley, Kyle",New Jersey,103.06312985379773,No
"Ariunbold, Ailin",Maryland,121.9790159541635,Yes
"Kwon, Terry",Vermont,49.83269281283073,No
"Leslie, Skyler",Arizona,124.99920262815863,No
"Hutchings, Mackenzie",Michigan,126.68942893953093,Yes
"Matin, Sidharth",Ohio,82.26431504135971,Yes
"Dewhere, Mahder",Maryland,91.45402600230274,No
"Ontiveros, Emanuel",West Virginia,80.00038482946798,No
"al-Basha, Kameela",Mississippi,70.19942438454774,No
"Rinhart, Alysh",Ohio,94.75896834839656,No
"Colville, Mason",Maryland,61.8737764928354,Yes
"Evangelista, Christian",Nevada,107.22827404302157,No
"Parks, Khaleo",Florida,99.75903726557226,No
"Cisneros, Zolboo",Kentucky,102.0695676504876,No
"el-Shahin, Naadir",Alabama,112.77652722420805,Yes
"Trenchard, Noel",Washington,64.46769120575088,Yes
"Mccants, Gregory",Pennsylvania,127.43373171379481,No
"Seiler, Marcus",Virginia,77.86064263989296,No
"Robinson III, Bradley",Ohio,53.38022561778698,No
"Watkins, Rachel",Massachusetts,97.37679646000282,No
"el-Zaman, Maariya",Louisiana,100.32873699659999,Yes
"al-Pirani, Rajab",Maryland,127.86108365252302,No
"Krayca, Trey",New York,91.02639581970818,Yes
"Navakuku, Ryan",Utah,53.51384135663176,No
"Seiler, Marcus",Virginia,125.62602922961253,No
"Moore, Jeffrey",Oregon,93.03195009055268,Yes
"Rose, Macon",Texas,112.99994319351273,Yes
"Carstensen, Trent",Wisconsin,96.90756134945501,Yes
"Abraham, Molly",Mississippi,118.92696862727172,Yes
"al-Saah, Haaritha",Pennsylvania,89.06478778646715,Yes
"al-Saba, Annnees",Arkansas,124.20775055809918,No
"Childs, Julia",Kansas,93.67635324986887,No
"Lenon, Tammy",Kentucky,135.5848146662542,No
"Black, Austin",North Carolina,90.35954244297278,No
"el-Chahine, Nadiyya",Wyoming,104.17195237431498,Yes
"Tran, Zachary",California,105.30806949161068,No
"Palomar, Angel",Missouri,107.12866865665885,No
"Zubia, Savannah",Oklahoma,106.8486624490655,Yes
"al-Momin, Husniyya",Massachusetts,96.0102413041761,No
"Jordan, Maya",Maryland,98.79601085972025,Yes
"Gyorkos, Isiah",Ohio,132.14122318791436,No
"Johnson, Rahma",New Mexico,63.4707209154105,Yes
"Scott, Craig",Indiana,83.91639841386704,No
"Jaquez, Daniel",Nevada,102.3719862015831,No
"Slaugh, Diana",Vermont,92.1713214815823,No
"Johnson, Robert",Massachusetts,125.0688663750702,Yes
"Wu, Kevin",Missouri,98.90292728193351,Yes
"el-Zamani, Saabiqa",Vermont,101.86235565638712,Yes
"Hunsaker, Clark",Maryland,79.14589902352229,No
"Mckinney, Rachelle",Maryland,60.494241664025225,No
"Boden, Stephanie",Vermont,135.99155010975124,No
"James, Eric",Hawaii,99.81941796702067,Yes
"Etheridge, Wyatt",Arizona,132.1317252366015,Yes
"Jones Jr, Edward",Pennsylvania,134.41297791146883,Yes
"al-Sami, Rabdaa",Tennessee,106.00975102481128,Yes
"al-Arif, Saabira",Missouri,127.35334215183474,Yes
"Williams, Katherine",Colorado,117.72214951481831,Yes
"el-Hamady, Rafeeda",Hawaii,102.89972481986416,No
"al-Baluch, Sakeen",New Mexico,96.57862520608504,No
"al-Wahba, Naaila",Nebraska,116.75752526487523,No
"Swenson, Kaley",Maine,93.92605161462929,No
"Tatum, Redanos",Oklahoma,103.08136219564174,No
"Halliburton, Jeffrey",Alaska,109.6413037356004,Yes
"al-Ramadan, Afeef",Kentucky,100.87202420299388,No
"Barry, Brian",Missouri,111.93188476925295,Yes
"al-Moustafa, Aadam",Nevada,105.43838294954115,Yes
"Lopez, Loreal",South Dakota,106.74782256313334,No
"Takata, Cheyenne",Ohio,92.78698563452713,Yes
"Ram, Annick",Oregon,62.931680888065465,Yes
"Jackson, Richard",Ohio,89.99447405203573,Yes
